11.2229, 
4.67668, 
3.43737, 
3.01611, 
2.80478, 
2.67684, 
2.59212, 
2.53408, 
2.49517, 
2.47147, 
2.46041, 
2.45998, 
2.4686, 
2.48504, 
2.50829, 
2.53744, 
2.57156, 
2.60959, 
2.65032, 
2.6925, 
2.73483, 
2.77616, 
2.81556, 
2.85249, 
2.8868, 
2.91869, 
2.94853, 
2.97669, 
3.00341, 
3.02873, 
3.05253, 
3.07457, 
3.09458, 
3.11234, 
3.12771, 
3.14062, 
3.1511, 
3.15928, 
3.1653, 
3.16939, 
3.17177, 
3.17268, 
3.17238, 
3.17109, 
3.16902, 
3.16635, 
3.16323, 
3.15979, 
3.15615, 
3.15238, 
3.14857, 
3.14477, 
3.14102, 
3.13738, 
3.13386, 
3.13049, 
3.12728, 
3.12423, 
3.12135, 
3.11863, 
3.11607, 
3.11364, 
3.11134, 
3.10916, 
3.10708, 
3.10509, 
3.10317, 
3.10131, 
3.09949, 
3.09772, 
3.09597, 
3.09425, 
3.09255, 
3.09087, 
3.0892, 
3.08756, 
3.08593, 
3.08433, 
3.08274, 
3.08117, 
3.07962, 
3.07808, 
3.07654, 
3.07501, 
3.07348, 
3.07194, 
3.07041, 
3.06887, 
3.06734, 
3.0658, 
3.06426, 
3.06273, 
3.0612, 
3.05968, 
3.05818, 
3.05668, 
3.05521, 
3.05375, 
3.05231, 
3.05089, 
3.04949, 
3.04811, 
3.04676, 
3.04544, 
3.04414, 
3.04287, 
3.04164, 
3.04043, 
3.03926, 
3.03812, 
3.03702, 
3.03595, 
3.03492, 
3.03393, 
3.03298, 
3.03207, 
3.0312, 
3.03037, 
3.02958, 
3.02883, 
3.02813, 
3.02747, 
3.02685, 
3.02627, 
3.02573, 
3.02524, 
3.02479, 
3.02438, 
3.024, 
3.02367, 
3.02338, 
3.02312, 
3.0229, 
3.02271, 
3.02256, 
3.02244, 
3.02235, 
3.02229, 
3.02226, 
3.02225, 
3.02227, 
3.02231, 
3.02237, 
3.02245, 
3.02255, 
3.02266, 
3.02279, 
3.02292, 
3.02307, 
3.02321, 
3.02337, 
3.02353, 
3.02368, 
3.02384, 
3.024, 
3.02415, 
3.02429, 
3.02443, 
3.02457, 
3.02469, 
3.02481, 
3.02492, 
3.02501, 
3.02511, 
3.02519, 
3.02526, 
3.02533, 
3.02539, 
3.02545, 
3.0255, 
3.02555, 
3.0256, 
3.02565, 
3.02571, 
3.02576, 
3.02583, 
3.0259, 
3.02598, 
3.02607, 
3.02618, 
3.0263, 
3.02644, 
3.0266, 
3.02677, 
3.02696, 
3.02718, 
3.02742, 
3.02768, 
3.02796, 
3.02826, 
3.02858, 
3.02893, 
3.02929, 
3.02968, 
3.03009, 
3.03051, 
3.03094, 
3.0314, 
3.03186, 
3.03234, 
3.03282, 
3.03331, 
3.03381, 
3.03431, 
3.03482, 
3.03532, 
3.03583, 
3.03633, 
3.03682, 
3.03732, 
3.0378, 
3.03828, 
3.03875, 
3.03922, 
3.03968, 
3.04013, 
3.04057, 
3.04101, 
3.04144, 
3.04186, 
3.04229, 
3.04271, 
3.04313, 
3.04356, 
3.04398, 
3.04442, 
3.04486, 
3.04532, 
3.04579, 
3.04627, 
3.04678, 
3.04731, 
3.04786, 
3.04844, 
3.04905, 
3.0497, 
3.05039, 
3.05111, 
3.05187, 
3.05268, 
3.05354, 
3.05444, 
3.05539, 
3.0564, 
3.05745, 
3.05856, 
3.05972, 
3.06093, 
3.06219, 
3.0635, 
3.06486, 
3.06627, 
3.06772, 
3.06921, 
3.07074, 
3.07231, 
3.0739, 
3.07552, 
3.07716, 
3.07881, 
3.08047, 
3.08214, 
3.0838, 
3.08545, 
3.08709, 
3.08871, 
3.09029, 
3.09184, 
3.09335, 
3.09481, 
3.09622, 
3.09758, 
3.09886, 
3.10008, 
3.10123, 
3.10231, 
3.10331, 
3.10422, 
3.10506, 
3.10582, 
3.10651, 
3.10711, 
3.10764, 
3.10809, 
3.10848, 
3.1088, 
3.10906, 
3.10926, 
3.10942, 
3.10954, 
3.10962, 
3.10967, 
3.10971, 
3.10973, 
3.10975, 
3.10977, 
3.10981, 
3.10986, 
3.10994, 
3.11006, 
3.11021, 
3.11042, 
3.11068, 
3.11099, 
3.11138, 
3.11183, 
3.11235, 
3.11295, 
3.11363, 
3.11439, 
3.11522, 
3.11614, 
3.11713, 
3.11819, 
3.11933, 
3.12054, 
3.12181, 
3.12314, 
3.12453, 
3.12596, 
3.12743, 
3.12894, 
3.13048, 
3.13203, 
3.1336, 
3.13517, 
3.13674, 
3.1383, 
3.13984, 
3.14137, 
3.14286, 
3.14433, 
3.14576, 
3.14716, 
3.14851, 
3.14983, 
3.1511, 
3.15233, 
3.15352, 
3.15468, 
3.1558, 
3.15689, 
3.15795, 
3.15899, 
3.16001, 
3.16103, 
3.16204, 
3.16305, 
3.16407, 
3.16511, 
3.16617, 
3.16727, 
3.1684, 
3.16958, 
3.17082, 
3.17211, 
3.17348, 
3.17491, 
3.17643, 
3.17803, 
3.17973, 
3.18152, 
3.18341, 
3.18541, 
3.18751, 
3.18971, 
3.19202, 
3.19444, 
3.19695, 
3.19957, 
3.20228, 
3.20508, 
3.20796, 
3.21091, 
3.21393, 
3.217, 
3.22011, 
3.22326, 
3.22642, 
3.22959, 
3.23274, 
3.23587, 
3.23896, 
3.24199, 
3.24494, 
3.2478, 
3.25056, 
3.2532, 
3.2557, 
3.25805, 
3.26024, 
3.26226, 
3.26411, 
3.26577, 
3.26725, 
3.26855, 
3.26966, 
3.27059, 
3.27135, 
3.27194, 
3.27239, 
3.27269, 
3.27287, 
3.27294, 
3.27292, 
3.27283, 
3.27269, 
3.27252, 
3.27233, 
3.27216, 
